"1292052
",1,当年的奥斯卡颁奖礼上，被如日中天的《阿甘正传》掩盖了它的光彩，而随着时间的推移，这部电影在越来越多的人们心中的地位已超越了《阿甘》。每当现实令我疲惫得产生无力感，翻出这张碟，就重获力量。毫无疑问，本片位列男人必看的电影前三名！回顾那一段经典台词：“有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困！”
"1292052
",1,不需要女主角的好电影
"1292052
",1,恐惧让你沦为囚犯，希望让你重获自由。——《肖申克的救赎》
"1292052
",1,"“这是一部男人必看的电影。”人人都这么说。但单纯从性别区分，就会让这电影变狭隘。《肖申克的救赎》突破了男人电影的局限，通篇几乎充满令人难以置信的温馨基调，而电影里最伟大的主题是“希望”。当我们无奈地遇到了如同肖申克一般囚禁了心灵自由的那种囹圄，我们是无奈的老布鲁克，灰心的瑞德，还是智慧的安迪？运用智慧，信任希望，并且勇敢面对恐惧心理，去打败它？经典的电影之所以经典，因为他们都在做同一件事——让你从不同的角度来欣赏希望的美好。"
"1292052
",1,策划了19年的私奔……
"1292052
",1,关于希望最强有力的注释。
"1292052
",1,有种鸟是关不住的.
"1292052
",1,"超级喜欢超级喜欢,不看的话人生不圆满."
"1292052
",1,"忒经典的东西,我要带去我的坟墓"
"1292052
",1,"Fear Can Hold You Prisoner, Hope Can Set You Free"
"1292052
",1,人的生命不过是从一个洞穴通往另一个世界..然后在那个世界的雨中继续颤抖.i hope
"1292052
",1,"Hope is a good thing, and maybe the best thing of all."
"1292052
",1,墙里的人老是喊自由，可是墙外的我们真正得到了吗？
"1292052
",1,没有人会不喜欢吧！书和电影都好。
"1292052
",1,这样的男人谁会舍得背叛。。。
"1292052
",1,"一部没有爱情与美女的电影,却光芒四射"
"1292052
",1,因为1994年台湾引进了一部比较卖座的老片The Sting，被错译成了《刺激》。到了1995年本片上映时，片商觉得其剧情与《刺激》有类似的地方（大概都属于高智商的复仇？），因此被译成了《刺激1995》，1998年又有一部片子Return To Paradise因为含有牢狱情节，被译成《刺激1998》！
"1292052
",1,hope is a good thing
"1292052
",1,越狱我感觉就是改编自这个
"1292052
",1,一部没有女主，没有爱情，没有特技的好片子，也是很多大学英语老师喜欢放给学生看的片子，这部片子讲诉的就是一个很纯粹的故事，一次的救赎，换回了自由，也是一种信念驱使他这么做，这部片子是感人的，它也让很多人成长。
1292052,0,真的不喜欢，不好看，没感觉
1292052,0,大众经典我从不感冒，为什么？我欣赏水平不行？
1292052,0,有那么好吗？？？？？
1292052,0,有点好奇这部片为何被过度赞誉到这个地步···
1292052,0,虚假的巧合被当作精妙对比，突兀的后果往往使人惊叹而不是受启发，脱离过去过于决绝。
